Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,longName,sector,industry,country,marketCap,beta,trailingPE,forwardPE,dividendYield,returnOnEquity,trailingEps,totalRevenue
2024-12-31 00:00:00-05:00,251.83251072711272,252.67048563095815,248.82974448856297,249.81736755371094,39480700,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-01-02 00:00:00-05:00,248.3309608077005,248.5005651105234,241.23808511721737,243.26319885253906,55740700,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-01-03 00:00:00-05:00,242.7743682861328,243.5923870862029,241.3079045417172,242.7743682861328,40244100,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-01-06 00:00:00-05:00,243.72207367593157,246.73481040856498,242.61474424512696,244.41041564941406,45045600,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-01-07 00:00:00-05:00,242.3952722906863,244.9590949760797,240.76920518354387,241.62713623046875,40856000,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-01-08 00:00:00-05:00,241.33782978685954,243.12353076570005,239.47233471944105,242.11595153808594,37628900,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-01-10 00:00:00-05:00,239.43242868693397,239.58207685657038,232.43930319937854,236.28004455566406,61710900,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-01-13 00:00:00-05:00,232.96802072299363,234.10527676213235,229.16719172961072,233.83592224121094,49630700,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-01-14 00:00:00-05:00,234.1850763475817,235.55177458449063,231.9105643637605,232.71861267089844,39435300,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-01-15 00:00:00-05:00,234.07533889356793,238.38495013235746,233.86583756026477,237.2975616455078,39832000,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-01-16 00:00:00-05:00,236.77883010316478,237.4372302632713,227.4812511099753,227.710693359375,71759100,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-01-17 00:00:00-05:00,231.5614090278119,231.73099810398455,227.93016912923343,229.4265594482422,68488300,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-01-21 00:00:00-05:00,223.46094530610958,223.87993275191027,218.85206818023312,222.10421752929688,98070400,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-01-22 00:00:00-05:00,219.26108010259503,223.58066200952604,219.26108010259503,223.29136657714844,64126500,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-01-23 00:00:00-05:00,224.19918327232872,226.4836658384098,221.76505253825962,223.1217803955078,60234800,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-01-24 00:00:00-05:00,224.23906824814947,225.08702882156655,220.877182986192,222.24388122558594,54697900,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-01-27 00:00:00-05:00,223.4809115633434,231.59133678218907,223.44099929694335,229.30685424804688,94863400,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-01-28 00:00:00-05:00,230.2944737209622,239.61199368769647,230.25456145518996,237.68663024902344,75707600,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-01-29 00:00:00-05:00,233.55658589116152,239.28277807440017,233.446849997024,238.7839813232422,45486100,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-01-30 00:00:00-05:00,238.09563705158317,240.21053038482776,236.63915907674937,237.0182342529297,55658300,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-01-31 00:00:00-05:00,246.59515764263173,246.59515764263173,232.87824601959832,235.4320831298828,100959800,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-02-03 00:00:00-05:00,229.4365345420127,231.27210292869276,225.1568499027089,227.46128845214844,73063300,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-02-04 00:00:00-05:00,226.70312948058964,232.5689843025687,226.10456727432145,232.23977661132812,45067300,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-02-05 00:00:00-05:00,227.98006230899622,232.11009917003332,227.7206934550818,231.91058349609375,39620300,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-02-06 00:00:00-05:00,230.7334042435517,233.23737378273856,229.875473186273,232.6587677001953,29925300,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-02-07 00:00:00-05:00,232.04025529180169,233.43688010961284,226.71309440770742,227.08221435546875,39707200,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-02-10 00:00:00-05:00,229.26935130196645,230.2880044885276,226.90244480659103,227.3518524169922,33115600,0.25,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-02-11 00:00:00-05:00,227.90114370319637,234.92193591818142,227.83124330015124,232.3153533935547,53718400,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-02-12 00:00:00-05:00,230.89721134547665,236.64967765066982,230.377888084301,236.55978393554688,45243300,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-02-13 00:00:00-05:00,236.5997394445533,242.02262084431055,235.2614980047627,241.21368408203125,53614100,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-02-14 00:00:00-05:00,240.93404435379279,245.22841586050225,240.67439035154717,244.2796630859375,40896200,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-02-18 00:00:00-05:00,243.83025306858283,244.85890295305822,241.52328070167576,244.14984130859375,48822500,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-02-19 00:00:00-05:00,244.33958470767533,245.68780753699892,242.84154918255663,244.54930114746094,32204200,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-02-20 00:00:00-05:00,244.61922281669615,246.4568094488268,243.9700649298591,245.508056640625,32316900,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-02-21 00:00:00-05:00,245.6278941258364,248.36431123309396,244.89885442060717,245.22842407226562,53197400,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-02-24 00:00:00-05:00,244.609226181644,248.53408727873096,244.09989957647335,246.77639770507812,51326400,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-02-25 00:00:00-05:00,247.67521063757022,249.67259136851834,244.58926106556868,246.71646118164062,48013300,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-02-26 00:00:00-05:00,244.01001367840516,244.65915630674968,238.8168269352331,240.0452117919922,44433600,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-02-27 00:00:00-05:00,239.09646458024955,242.14247324939222,236.74953612071198,236.98922729492188,41153600,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-02-28 00:00:00-05:00,236.63967447024518,241.77294223985544,229.89851463379637,241.5232696533203,56833400,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-03-03 00:00:00-05:00,241.47333193183624,243.71040379171194,235.80077808405883,237.71826171875,47184000,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-03-04 00:00:00-05:00,237.39870037793833,239.75561031847352,234.3726544629493,235.6210174560547,53798100,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-03-05 00:00:00-05:00,235.11168617953675,236.2402111793479,228.92979032203158,235.4312744140625,47227600,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-03-06 00:00:00-05:00,234.13297099659667,237.54849020730907,232.8546485518437,235.0218048095703,45170400,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-03-07 00:00:00-05:00,234.80209169163373,241.05388787370777,234.45254396930395,238.7569122314453,46273600,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-03-10 00:00:00-04:00,235.23152514577004,235.85072354308846,223.92635798057333,227.1820831298828,72071200,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-03-11 00:00:00-04:00,223.51689291637274,225.54423318142804,217.16522145004404,220.55078125,76137400,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-03-12 00:00:00-04:00,219.85169651198805,221.4595886104368,214.6285501658544,216.69583129882812,62547500,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-03-13 00:00:00-04:00,215.6671885752157,216.55602242060417,208.14705109128238,209.4053955078125,61368300,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-03-14 00:00:00-04:00,210.97334672214788,213.66980775083542,209.30553558500114,213.21041870117188,60107600,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-03-17 00:00:00-04:00,213.0306430192638,214.93814530685134,209.69502079955336,213.71974182128906,48073400,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-03-18 00:00:00-04:00,213.87952928252258,214.8682229774316,211.21302787332291,212.4114532470703,42432400,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-03-19 00:00:00-04:00,213.93944620866878,218.47349365471302,213.470060528986,214.95811462402344,54385400,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-03-20 00:00:00-04:00,213.70975404736055,217.20517028159983,211.94206785632258,213.81961059570312,48862900,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-03-21 00:00:00-04:00,211.2829271905112,218.5533916912833,211.0032951126973,217.98414611816406,94127800,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-03-24 00:00:00-04:00,220.71056863168138,221.1899357355996,218.29373979930335,220.44091796875,44299500,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-03-25 00:00:00-04:00,220.48087718007702,223.80651793975238,219.79177838679217,223.45697021484375,34493600,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-03-26 00:00:00-04:00,223.21727075576553,224.7253029108424,220.18125884970436,221.2398681640625,34466100,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-03-27 00:00:00-04:00,221.1000540446544,224.69534536875565,220.271139232742,223.5568389892578,37094800,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-03-28 00:00:00-04:00,221.3796909591809,223.51688772665744,217.39491092445158,217.6146240234375,39818600,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-03-31 00:00:00-04:00,216.72579102857173,225.32451569687797,215.9468137615173,221.83909606933594,65299300,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-04-01 00:00:00-04:00,219.5221267668628,223.3870536043053,218.61331487709137,222.897705078125,36412700,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-04-02 00:00:00-04:00,221.03016017035932,224.89508702876748,220.73055001137135,223.59678649902344,35905900,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-04-03 00:00:00-04:00,205.27081771109022,207.2182761783418,200.9864426085102,202.9239044189453,103419000,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-04-04 00:00:00-04:00,193.6360793511012,199.61824028069563,187.09465424061224,188.13330078125,125910900,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-04-07 00:00:00-04:00,176.967935484531,193.89573468350994,174.39131242893686,181.2223663330078,160466300,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-04-08 00:00:00-04:00,186.4554964395268,190.09072892121037,168.9884109270566,172.19419860839844,120859500,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-04-09 00:00:00-04:00,171.72480450043201,200.3472738997123,171.6648855169899,198.58958435058594,184395900,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-04-10 00:00:00-04:00,188.82240088513313,194.52491452460524,182.76034285398336,190.17062377929688,121880000,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-04-11 00:00:00-04:00,185.856281088865,199.27866665425725,185.81632494094944,197.89048767089844,87435900,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
2025-04-14 00:00:00-04:00,211.1630921847052,212.6611277249045,200.8965565016436,202.25477600097656,101352900,0.0,0.0,Apple Inc.,Technology,Consumer Electronics,United States,3164715352064,1.165,32.359634,25.661852,0.49,1.49814,6.59,408624988160
